movie,sentence,score
더 퍼스트 슬램덩크,재미있었어요~ 굿,10
더 퍼스트 슬램덩크,만화를 본적없어 백지 상태로 봤는데 눈물나게 슬프거나 감동까진 아니고 응원하게 되는 영화,8
더 퍼스트 슬램덩크,하….. 개명작 슬램덩크…,10
더 퍼스트 슬램덩크,완벽한 영화인것같음 완벽하다는말밖에 안나옴,10
더 퍼스트 슬램덩크,산왕과의 경기가 끝나기까지 마지막 10초 남짓한 시간을 0.01초 단위로 쪼개서 스피디하게 속도감을 표현한 장면은 10번이고 20번이고 다시 보고 싶다. 왼손은 거들뿐이라는 강백호의 읊조림은 슬램덩크 팬이라면 무음이어도 들렸을 것이다 감동이 폭발하고 끝을 알기 때문에 다시 가슴이 쓰라렸다.. 꼭 그렇게 서둘러 끝내야만 했나요?... 백호라는 어리고 출중한 선수를 그렇게 빨리 내려놓게 만들면서 까지... 슬램덩크를 멈춰야만 했는지.. 가장 좋아하지만 그래서 가장 아쉬움과 여운이 많이 남는 만화,9
더 퍼스트 슬램덩크,명작입니다. 자신있게 추천드립니다.,10
더 퍼스트 슬램덩크,2시간안에 스토리를 다넣기는 부족했지만변덕규 안나와서 섭섭했다 ㅋㅋ산왕전보다  송태섭 이야기였으니 뭐즐겁게 봤네  아~~~~,10
더 퍼스트 슬램덩크,원작을 모르고 봤지만 왜 그리운 느낌이 드는지 모르겠고 그저 가슴 뛰었던 영화,10
더 퍼스트 슬램덩크,아이들과 다시 봐야하는데 언제까지 할것인가?,10
더 퍼스트 슬램덩크,옛날 만화책에서 보던 캐릭터에 음악과 에니메이션으로 생명을 불어 넣었다. ,10
더 퍼스트 슬램덩크,추억 재탕이긴 하지만 최고다,10
더 퍼스트 슬램덩크,무적권 10점 진짜 가슴을 울린다,10
더 퍼스트 슬램덩크,농구에 열광하던 젊은이들은 이제 부모가 되었고 그들의 자식들은 다시 농구에 열광하게 만든 영화,10
더 퍼스트 슬램덩크,옛날 생각도 나고 진지한데 재미있네요 무대인사 있어서 가수 박상민도 봤습니다ㅋ 남녀노소 강력 추천드립니다,10
더 퍼스트 슬램덩크,강백호 겁나 멋있음또보고싶음,10
더 퍼스트 슬램덩크,기대 이상으로 재밌게 봤습니다. 애니로 농구하판을 제대로 표현했네요,10
더 퍼스트 슬램덩크,그냥 미쳤습니다 꼭 보세요,10
더 퍼스트 슬램덩크,진짜 찡했습니다 꼭 극장에서 보세요 처음 스케치부분 감동먹었습니다 한번만보지마시고 꼭 다회차 관람하세요!,10
더 퍼스트 슬램덩크,울다가 오열했다. 알고봐도 최고,10
더 퍼스트 슬램덩크,아들과 함께 볼수 있는 감동적인 영화입니다,10
더 퍼스트 슬램덩크,원작 장면 아니었음 졸작 과거 화상신 최악 늘어지고 적막하고,2
더 퍼스트 슬램덩크,벅차오르는 감동 그 자체,10
더 퍼스트 슬램덩크,너무 좋았다 보는내내 행복했다,10
더 퍼스트 슬램덩크,다음에는 다른 캐릭의 이야기를.,10
더 퍼스트 슬램덩크,"감동,재미  그 잡채!옛 생각도 나고 대사들도 와 닿고 뭔가 울컥하던데요",10
더 퍼스트 슬램덩크,생각보다 재미 없었어요~약간 뻔한 스토리중간중간 지루한 부분도 있고..너무 기대했나봐요..,2
더 퍼스트 슬램덩크,옛 추억이 새록새록,10
더 퍼스트 슬램덩크,이건 그냥봐야함 말이필요없음,10
더 퍼스트 슬램덩크,가슴에 불을 지피는 만점 영화,10
더 퍼스트 슬램덩크,슬램덩크를 처음 보는 사람이지만 그 캐릭터의 서사등을 알려주니 그 캐릭터 내의 마음을 이해하기도 쉽고 엄청난 액션이 벌어지는 농구 시합이다보니깐 넋을 놓고 보게되었다..,10
더 퍼스트 슬램덩크,너무재밌고 감동적인 영화이다,10
더 퍼스트 슬램덩크,너무재밌고 감동적인 영화이다,10
더 퍼스트 슬램덩크, 평점 잘 안남기는 내가 남기는 유일할 영화,10
더 퍼스트 슬램덩크,인생작입니다.이것보다 더 감동적이고 재밌는 영화가 있을까 생각됩니다. 방금 보고 나와서 진정이.안된채로 리뷰 씁니다슬램덩크 아예 모르고 본 사람이에요.강추!,10
더 퍼스트 슬램덩크,"만화책엔 많이 못 미치지만,그래도 많이 신경쓴 흔적이 있었어요정말 재밌게 보고 왔습니다오랜만에 피 끓는 느낌",10
더 퍼스트 슬램덩크,와~감동입니다. 몰입감 장난아님. 아는내용인데 나도모르게 눈에서 땀이나오고 있었다.,10
더 퍼스트 슬램덩크,처음에는 살짝 노잼이였다가 점점 꿀잼집중하게 보고 재미있음,10
더 퍼스트 슬램덩크,여자친구가 강백호도 모르는데 보고나서 너무 재밌다고 난리임ㅋㅋㅋㅋ.  30대인 저도 기대 안하고 봤다가 나도 아직 심장이 뛰고 있다는걸 느낌. 솔직이 요즘 아봤다2 잠교섭 이런것보다 휠씬 재밌슴. 9점대 평가 그냥 오는거 아님. 역주행 오지게 탈것 예삼함.,10
더 퍼스트 슬램덩크,"명작이지만 보지 않다가, 어른이 된 지금의 내가 이걸 처음 봐서 얼마나 다행인지숨막혔어요 경기장에 내가 앉아있었다니까요!",10
더 퍼스트 슬램덩크,진짜 그냥 완벽...농구 1도 모르는데 진짜 재밌겠봤음 기승전결이 아주 한국인들이 좋아하는!! 강추합니다아,10
더 퍼스트 슬램덩크,와 간만에 집중하고 애니매이션 봤어요 ,10
더 퍼스트 슬램덩크,너무 감동적이고 재밌어요 ㅠㅠ,10
더 퍼스트 슬램덩크,슬램덩크를 이번에 처음 접하게 되었는데 너무 재밌게 봄,10
더 퍼스트 슬램덩크,응 혐한 안중근 유관순~,2
더 퍼스트 슬램덩크,쵝호… 청춘이다 정말……,10
더 퍼스트 슬램덩크,작화가 진짜 미치긴함 오히려 송태섭파트가 좀 작위적인 느낌이 들긴하는데 그래도 명작은 명작,10
더 퍼스트 슬램덩크,나이 먹어도 너희들은 그대로구나나도 멈추지 않을께 고마워 ,10
더 퍼스트 슬램덩크,이게 농구지... 라는 감탄사밖에...세상에서 가장 긴 1분은 농구의 1분이라고...90년대 조던의 농구를 봤던 사람은 그 느낌을 알 거라고...그 느낌이 그대로 이 슬램덩크에 재현되어 너무 감동적. ㅠㅠ,10
더 퍼스트 슬램덩크,2023년 최고의 짜릿함....!,10
더 퍼스트 슬램덩크,이노우에 감독은 우리에게 3배로 갚아 주었다….,10
더 퍼스트 슬램덩크,다 필요없다. 농구공 튀기는 소리만 들어도 가슴이 뛴다. ,10
더 퍼스트 슬램덩크,학생때 만화책을 보면서 느낀 감동을 배로 받았다,9
더 퍼스트 슬램덩크,올만에 극장가서 재미나게 봣음,10
더 퍼스트 슬램덩크,더빙판이 좋은 영화였다. 그리고 나의 청춘은 아직 저곳에 있었다,10
더 퍼스트 슬램덩크,진짜 ㄹㅈㄷ 연출이 쩐다,10
더 퍼스트 슬램덩크,영화관 좌석에 엉덩이 대는 순간부터 인트로 장면에서 주인공 5명이 스케치 되는 장면 부터 글로 설명하기엔 벅찬 감동과 목이 메이는 향수가 있었습니다어느덧 그들과 비슷한 자녀를 둔 나이가 되었지만 그들은 영원한 나의 멘토 같네요이미 극장에 들어가는 순간 부터 객관성을 잃었지만 우에이노의 연출은 정말 미친 듯 합니다,10
더 퍼스트 슬램덩크,와 마지막 명장면은 진짜.... 숨을 안쉬고 있는 본인을 발견..의식대서 숨을 쉬어볼라고 하는데 안쉬어짐;; 눈물도 그렁그렁 맺힘.. 아들이랑 보러갔는데 감동그잡채입니다!!,10
더 퍼스트 슬램덩크,내 인생의 마지막 슬램덩크,10
더 퍼스트 슬램덩크,슬램덩크는 그냥 전설 그 자체다…,10
더 퍼스트 슬램덩크,진짜...스토리는 물론이고 오랜만에 몰입감있게 봤다. 서태웅이랑 정대만 존잘,10
더 퍼스트 슬램덩크,재밌게 봤습니다~ 볼만했어요,10
더 퍼스트 슬램덩크,ㄹㅇ로 이렇게 소름돋는 영화는 처음,10
더 퍼스트 슬램덩크,온 가족 재미있게 볼 수 있는 영화,10
더 퍼스트 슬램덩크,"나보다도 형들이었는데, 이젠 나보다 20살이나 넘게 어리네진심으로 그리웠어요 형님들^^",10
더 퍼스트 슬램덩크,세대들 간의 벽을  뚫고 지나가는 영화같아요.자막으로만 3번 봐도 늘 새로운 점들이 보이고 똑같은 포인트에서 계속 소름돋기도 하지만 처음 봤을 때의 감동을 잊지 못해요. 눈물이 있어서 처음부터 살짝 찔금했는 데 하이라이트 부분에는 숨도 못 쉬고 울었습니다. 진작에 엄마 말 듣고 슬램덩크 볼 껄 그랬어요. 눈 뜨면 송태섭이 드리블하고 있어요. 2시간 끝나고도 나오면서도 시선 신경 안 쓰고 엉엉 울었습니다. 최근 본 모든 영화 중에서 최고였어요. 또 보러갈 까 고민 중입니다. 이미지에 맞는 성우분들의 연기력도 최고였어요. 오프닝부터 만화에서 역동감 넘치던 그림이 마치 살아 숨쉬는 것같아서 더 좋았습니다. ,10
더 퍼스트 슬램덩크,중간중간 너무 끊어서 별루였음 계속좀이어서 보여주는게 낳을거같음,6
더 퍼스트 슬램덩크,영화 끝나고 맨 처음 내뱉은 말: 와 지렸다.,10
더 퍼스트 슬램덩크,인터넷에 글 잘 안올리느데....더 퍼스트 슬램덩크 평점 평균은 꼭 올려야 겠습니다. 10점! 이 정도 퀄리티로 아주 시리즈로 나와주면 어디서 무슨 일을 하든 아주 살 맛 날 것습니다.쵝오-! ,10
더 퍼스트 슬램덩크,그때 그 추억생생하게 움직이는 만화 속 인물들,10
더 퍼스트 슬램덩크,슬램덩크 쵝5 인생최고의 영화,10
더 퍼스트 슬램덩크,쉬 ㅈㄴ 매려워서 쿠키 못봤어요 근데 레알 가슴이 벅차오르는.... 하,9
더 퍼스트 슬램덩크,10점을 안줄수가 없다..,10
더 퍼스트 슬램덩크,시간 더럽게 아까움...다 아는내용...완전 신파도 아니고..,2
더 퍼스트 슬램덩크,ㅠㅠ 존나재밋듬마지막 장면만 다시 보고 싶다,10
더 퍼스트 슬램덩크,잼있네여 진심이요 남자라면 꼭보세요,10
더 퍼스트 슬램덩크,한번 더 보고 싶음,10
더 퍼스트 슬램덩크,자막은 평작 더빙은 망작,7
더 퍼스트 슬램덩크,기.승.전.결 스토리는 그냥 슬램덩크가 미세하게 더좋았지만연출등 모든부분이 좋았어요,10
더 퍼스트 슬램덩크,감동이 있습니다.꼭 보세요,10
더 퍼스트 슬램덩크,오랜만에 벅차올랐어요 고마워요,10
더 퍼스트 슬램덩크,진짜미쳤네요 ... 원작 안보고 봤는데도 너무 재밌었음 .... 원작보러가야겠어요,10
더 퍼스트 슬램덩크,기대보단 조금 재미없었지만 그래도 볼만했다,5
더 퍼스트 슬램덩크,농구에 크게 관심이 없어도 재밌게 볼 수 있는 영화인 것 같다!,8
더 퍼스트 슬램덩크,현장감 최고.. 내가 직접 산왕과 맞붙는느낌.. 주고객처인 3040들이 인생의 많은 위안을 받을듯,10
더 퍼스트 슬램덩크,90년도 옛날의 감동이 생각나서 좋았습니다.Ost도 넘나 좋구요송태섭 드리블 돌파 장면 짱짱!,10
더 퍼스트 슬램덩크,세종시 CGV. 2월4일 토요일 오후 3시45분. I열 13번 여자분..  자신의 앞에 사람도 없는데 자세를 앞으로 하다보니 뒷자리 자막이 안보였습니다. 제 키가 180 이 넘는데 어찌나 머리를 앞에서 G랄을 떨다보니 자막 안보여서 정말 짜증 이빠이였습니다. 제발 담부터 대가리 뒤로 하고 보시길.. 영화관 첨 온것도 아닐텐데.. 어휴..  영화는 정말 좋았습니다. 애니같지 않은 애니.. ,10
더 퍼스트 슬램덩크,확실히 기대했던거 만큼 재미와 감동이있습니다.근데 슬램덩크 만화 안본사람 제발 가지마세요.민폐부릴꺼면 제발 보지마세요. 다른사람에게 피해끼칩니다.,10
더 퍼스트 슬램덩크,원작 슬램덩크를 모르고 봐도 재밌음,10
더 퍼스트 슬램덩크,가슴이 너무 웅장해져서 F컵이 될 것 같습니다,10
더 퍼스트 슬램덩크,"산왕전을 높은 질의 애니메이션으로 볼 수 있었다는 것도 즐거움이지만, 개인적으로는 우리나라 번역판에 굳이 일본어로 No.1 가드 라고 써달라고 작가가 주장했는지 알 수 있어 좋았다. 개인적으로 송태섭의 이야기가 너무 궁금했는데 송태섭을 중심으로 아야기가 펼쳐진 점도 좋았다. 슬램덩크를 모르는 사람도 재밌게 볼 수 있지만 원작을 봤던 사람이라면 다른 맛으로 또 볼 수 있는 작품이다.",9
더 퍼스트 슬램덩크,걍 개지림하나도 모르는데엉엉 울고나옴,10
더 퍼스트 슬램덩크,지금이 나의 전성기 불꽃남자 정대만 ,10
더 퍼스트 슬램덩크,어이없었다눈물포인트가없는데 5번 눈물이나왔다그냥 눈물이 나왔다…ㅎ,10
더 퍼스트 슬램덩크,재밌습니다!,10
더 퍼스트 슬램덩크,신랑 4번 나 2번봄재밌다,10
더 퍼스트 슬램덩크,안보신분 있으면 꼭 보세요 진짜 재밌습니다~!,10
더 퍼스트 슬램덩크,다시만나 반갑다..역시 최고구나 너희들은,10
더 퍼스트 슬램덩크,예전에 감동이 다시 살아나네요.,10
더 퍼스트 슬램덩크,원작도 보시길 바랍니다 ,10
더 퍼스트 슬램덩크,어릴적 친오빠 어깨 너머로 마주했던 주인공들을 어른이 되어 만나보니 사람들의 그리워한 이유를 알 수 있었다 송태섭이 이 영화의 화자가 되니 새로운 시각으로 슬램덩크를 볼 수 있었고 새로운 영화를 본 것 같았다 영상미의 발달이 오히려 이질감이 들어 아쉬웠고 옛날 그림체가 그립기도 했다,10
더 퍼스트 슬램덩크,내 인생영화.... 다시봐야지,10
더 퍼스트 슬램덩크,감성팔이 장면 너무 많아,1
더 퍼스트 슬램덩크,한번으로 안끝나 못끝내 이거,10
더 퍼스트 슬램덩크,슬램덩크를 안봤었는데도 재미있었다.,10
더 퍼스트 슬램덩크,보면 볼수록 재밌다... 동시에 감동적이다,8
더 퍼스트 슬램덩크,존잼존잼 스토리 몰라도 봐도 됨 최고,10
더 퍼스트 슬램덩크,인생 농구경기를 극장에서 보고 왔습니다,10
더 퍼스트 슬램덩크,제 나이 또래가 느끼는 추억 보정빨이 대부분이라 여기지만 당시 만들어 주지 않았던 산왕전을 움직이는 애니로 만들어준것 자체에 감사합니다~ 그리고 90년대 슬램덩크는 솔찍히 당시 일본애니 특징이긴 하나 너무 질질끄는 경우가 많아 지루했었고 작화도 생각보다 별로여서 당시에도 저는 잘보진 않았습니다. 근데 기술이 발전해서 인지 큰 이질감 없이 잘보았고 개봉초반에 보아서 자막버전은 시간이 안맞아 더빙으로 보았지만 잘보았습니다. ,10
더 퍼스트 슬램덩크,제임스 카메론은 아바타 세계관을 일찌감치 구성했으나 기술의 한계로 2008년도에 선보일 수 있었다. 더 퍼스트 슬램덩크도 기술의 진보로 2022년도에 나오게 됐고 경기장의 장면은 실제 농구 경기를 직관한듯한 체험을 하게 만든다. 20세기 만화책은 패기 넘친 작가의 스포츠물과 청춘물의 혼합이었다면 21세기 영화는 원숙한 작가의 스포츠물과 가족물의 혼합이다.아쉬운 점이 없는건 아니지만 원작에 누가 되지 않는 영화다.,10
더 퍼스트 슬램덩크,역시 슬램덩크 사쿠라기 하나미치,10
더 퍼스트 슬램덩크,정말 좋아해 너희의 농구를,10
더 퍼스트 슬램덩크,슬램덩크는 이 영화로 완성된다,10
더 퍼스트 슬램덩크,지루해요 ㅜㅜ 과거 이야기 나올때마다 졸았어요,2
더 퍼스트 슬램덩크,송태섭권준호채치수정대만서태웅강백호사랑한다,10
더 퍼스트 슬램덩크,팬이 아니라 그런지 재미없었어요 ㅡㅡ ,2
더 퍼스트 슬램덩크,만화랑 애니메이션이랑 교차되면서 농구하는 씬은 레전드였습니다,10
더 퍼스트 슬램덩크,슬램덩크 보던 안보던 진짜 명작임...;; 메시도 좋아할만한 영화임 ㅋㅋㅋㅋ 진짜 명작,10
더 퍼스트 슬램덩크,"지극히 주관적인 감상평이지만.. 조금 끄적여보자면 연출이나 작화는 정말 재밌게 본 것 같습니다. 하지만 개인적으로 경기 흐름이 쭉 이어지길 원했는데 그러지 않아서 조금 아쉬웠던 것 같습니다. 중간에 삽입된 장면들이 꽤 많아서 흐름이 끊기고 조금 정신 없다는 느낌을 받은 것 같기도 합니다. 하지만 중간중간에 삽입된 그 장면들 덕분에 등장인물들을 더 잘 이해할 수 있었고, 그덕에 경기하는 장면에선 더욱 몰입하여 감상할 수 있지 않았나 싶습니다. 현실과 거의 똑같은 공의 움직임, 선수들의 움직임과 경기흐름, 효과음과 사운드 등 여러 요소 덕분에 보는 내내 정말 경기장 관중석에 있는 것 처럼 몰입하여 봤고, 전율을 받았습니다. 보면서 오랜만에 농구 한 판 하고싶다는 생각이 들었던 영화였습니다.",8
더 퍼스트 슬램덩크,진짜 보셈 한번보고 두번보고 세번보세요 ,10
더 퍼스트 슬램덩크,재밌게 잘 봤습니다 만화책만으로는 담을수 없었던 내용을 영상으로 보니 좋네요ㅎㅎ,10
더 퍼스트 슬램덩크,진짜 재밋음 최근 본 영화중 젤로 재밋게 봤어요...,10
더 퍼스트 슬램덩크,슬램덩크 극장판이라니...진짜 최고의 세상이다...공 드리블 할 때마다 내 심장 드리블됨..,10
더 퍼스트 슬램덩크,기억 속 서태웅목소리와 달라서 어색했지만 재밋었음ㅋㅋ태웅아 누난 늙었는데 넌 아직 고딩이구나ㅋㅋㅋ,10
더 퍼스트 슬램덩크,채색스타일이 마커느낌이라 더 좋았음,10
더 퍼스트 슬램덩크,"이걸 한번만 볼 수 있는 사람이 신기하다.스토리.. 작화,연출,음향 뭐하나 빠지지않고감동적. 여러모로 대단한 영화",10
더 퍼스트 슬램덩크,만들러줘서 너무 감사합니다,10
더 퍼스트 슬램덩크,최고였습니다 두번 본 영화 십년만에 처음임,10
더 퍼스트 슬램덩크,"내면의 나약함과 자기의심, 절망 등 나 자신과 싸워 극복해나가는 과정에 저도 모르게 눈물이 흘렀습니다. 최고의 작품.",10
더 퍼스트 슬램덩크,송태섭에 대한 부채의식이 없어졌네요.,8
더 퍼스트 슬램덩크,요즘 애니 보고도 왜 이리 눈물이 나는지...나도 늙었나보다 ㅠ,10
더 퍼스트 슬램덩크,그냥 미쳤다...너무 재밌습니다.와(그저 감탄뿐...),10
더 퍼스트 슬램덩크,원작을 모르고 보면 재미 알고 보면 감동,10
더 퍼스트 슬램덩크,빤스 챙겨가야되는 영화. ㅎ,10
더 퍼스트 슬램덩크,너무 너무 재미있어요!!,10
더 퍼스트 슬램덩크,그냥 최고!!! 이것은 최고!,10
더 퍼스트 슬램덩크,ㅈㄴ 재밌음 ost 미침,10
더 퍼스트 슬램덩크,슬램덩크는 그냥 만화가 아니지 ㅠ 슬램덩크 모르는 여자들 백호 등 다쳤을때 낄낄대고 웃던데 스토리를 모르니 그러려니 했지만 몰입감깨져 개빡침 후아,10
더 퍼스트 슬램덩크,연출도 좋고 움직임이 ㄹㅇ스무스,10
더 퍼스트 슬램덩크,노재팬의 상징 40대가 드래곤볼과 더불어 제일 좋아하는 문화 투탑ㅋㅋㅋ,6
더 퍼스트 슬램덩크,"슬램덩크 세대 였음에도 그림체가 안 땡겨 안 봤었습니다. TV애니 작화가 여전히 안 땡겨 대략 10편 보다가 이번 영화를 봤는데, 송태섭 케릭터를 모르고 봤음에도 재미있더군요. 앞으로도 캐릭터 별로 계속 작품이 나왔으면 좋겠어요~",7
더 퍼스트 슬램덩크,첫 스케치 등장씬과 ost 에서 소름이 쫙~이미 감동 그 잡채,10
더 퍼스트 슬램덩크,가슴속깊은곳에서 놀라오는 눙물...,10
더 퍼스트 슬램덩크,내 인생 최고의 영화! 슬램덩크의 감동을 다시 한 번 느낄 수 있었다!! ,10
더 퍼스트 슬램덩크,1oso님이 알바겠죠.  재밌으니까 좋은 평을 남기겠죠. 그러니까 알바니 뭐니 하시마세요. 그리고 잘 나가면 알바다 알바니까 이런 글 쓰겠지라고 하지 마시고 그냥 재미없으면 없다고만 하세요 알바라고 하지 마세요. 암튼 재밌게 안 보셨으면 그럼 다음에 아바타 보세요 재미있을 거예요. 전 재미있게 봤으니까 10점 주고 갑니다 ,10
더 퍼스트 슬램덩크,남편이 보자고 해서 넷x릭스에서 예습하고 보고 왔어요! 덕분에 슬램덩크 팬이 됐습니다!,10
더 퍼스트 슬램덩크,"추억의 슬램덩크, 더욱 완성된 그림체에 감탄이 나옴. 송태섭의 비하인드 스토리와 산왕전 그 후까지 궁금했던 이야기들이 흥미진진.",10
더 퍼스트 슬램덩크,너무 기대했나...졸다 보다...졸다  언제 끝나나 시간만 봄. 지루함,4
더 퍼스트 슬램덩크,그냥 소름이었음...,10
더 퍼스트 슬램덩크,나쁘진 않았지만 너무 기대가 컸던거 같네요.,8
더 퍼스트 슬램덩크,만화책으로 봤던 추억의 슬램덩크를 남편과 중3아들과 같이 봤어요주인공 강백호의 이야기가 아닌 송태섭의 유년시절과 현재까지의 이야기로 잔잔한 감동과 재미가 있어요~,10
